dataset_key,imbalance_ratio,training_size,seed,method,generated_count,real_minority_count,real_majority_count,roc_auc,pr_auc,balanced_accuracy,f1,brier,candidate_id,mimic_capacity,n_neighbors,lambda_low,lambda_high,mimic_mode
default_credit,5.0,100,0,direct_displacement,68,17,85,0.6713262183750404,0.37858919893784704,0.5977124983670633,0.3627933932193567,0.19652738105133719,direct_displacement,,,,,
default_credit,5.0,100,0,latent_displacement,68,17,85,0.6451473491175406,0.31940817338232963,0.5713873724383496,0.31657569663889684,0.20324333565071886,mode=factorised|capacity=0.857496|neighbors=14|lambda=0.268748:1.09237,0.8574956163787565,14.0,0.2687480358770065,1.0923739052690693,factorised
default_credit,5.0,100,1,direct_displacement,68,17,85,0.6800423563906032,0.40085896471830096,0.6312236925201787,0.4258479821738054,0.20058275778273685,direct_displacement,,,,,
default_credit,5.0,100,1,latent_displacement,68,17,85,0.6145839685633432,0.31604186318534705,0.5791267222690436,0.3458013376269507,0.22084510056554119,mode=factorised|capacity=0.857496|neighbors=14|lambda=0.268748:1.09237,0.8574956163787565,14.0,0.2687480358770065,1.0923739052690693,factorised
