dataset_key,imbalance_ratio,segment,left_method,right_method,mean_delta,ci_low,ci_high,n,indistinguishable
bank_marketing,3.0,mid,direct_smote,real_balanced,-0.01391297499651759,-0.014878319516593559,-0.013024325403533269,10,False
bank_marketing,3.0,mid,direct_displacement,real_balanced,-0.012507371432717119,-0.013872182763234653,-0.011072010775852157,10,False
bank_marketing,3.0,mid,latent_smote,real_balanced,-0.013596425372252663,-0.014822112194157324,-0.012335459776954369,10,False
bank_marketing,3.0,mid,latent_displacement,real_balanced,-0.013735207000843852,-0.015259485326466787,-0.01221526080311766,10,False
bank_marketing,5.0,early,latent_displacement,latent_smote,0.0009196436101351124,-0.0033236264079245783,0.004294191992328889,10,True
bank_marketing,5.0,early,direct_displacement,direct_smote,-0.004288285113154588,-0.008349860494534317,-0.00035379546120196573,10,True
bank_marketing,5.0,early,latent_smote,direct_smote,-0.00389357247894635,-0.008890418789447236,0.0005129894719446506,10,True
bank_marketing,5.0,early,latent_displacement,direct_displacement,0.001314356244343351,-0.0024830529058556985,0.006081916339966643,10,True
bank_marketing,5.0,early,direct_smote,real_balanced,-0.025991590213946557,-0.03318365181815861,-0.019250206753923773,10,False
bank_marketing,5.0,early,direct_displacement,real_balanced,-0.030279875327101146,-0.037327685838626085,-0.023542380595416582,10,False
bank_marketing,5.0,early,latent_smote,real_balanced,-0.02988516269289291,-0.035871528652980586,-0.02322034894622373,10,False
bank_marketing,5.0,early,latent_displacement,real_balanced,-0.028965519082757796,-0.034800979767248705,-0.023396219730170635,10,False
bank_marketing,5.0,full,latent_displacement,latent_smote,0.0002769128998331816,-0.000578872015197836,0.0011830170796448874,10,True
bank_marketing,5.0,full,direct_displacement,direct_smote,0.0003942699142058914,-0.0005369013544777252,0.001170302407135829,10,True
bank_marketing,5.0,full,latent_smote,direct_smote,-0.0006059319885623471,-0.00201679056601114,0.0007931884476226892,10,True
bank_marketing,5.0,full,latent_displacement,direct_displacement,-0.0007232890029350569,-0.0015849202683985485,0.0005731341175746893,10,True
bank_marketing,5.0,full,direct_smote,real_balanced,-0.018962199165006754,-0.020399762877798926,-0.01747182617678073,10,False
bank_marketing,5.0,full,direct_displacement,real_balanced,-0.018567929250800863,-0.020037127276274894,-0.0172948707244442,10,False
bank_marketing,5.0,full,latent_smote,real_balanced,-0.0195681311535691,-0.02178074622459975,-0.017550352470973023,10,False
