dataset_key,imbalance_ratio,segment,left_method,right_method,mean_delta,ci_low,ci_high,n,indistinguishable
default_credit,3.0,mid,latent_displacement,direct_displacement,-0.005613531328988753,-0.0070086886715955326,-0.0039034512818264594,10,True
default_credit,3.0,mid,direct_smote,real_balanced,-0.023185248035716532,-0.025992055919493363,-0.02086605173953353,10,False
default_credit,3.0,mid,direct_displacement,real_balanced,-0.01985590051316909,-0.022747541968892792,-0.017539101758670163,10,False
default_credit,3.0,mid,latent_smote,real_balanced,-0.026184699937467658,-0.029381120944999152,-0.023466003740927,10,False
default_credit,3.0,mid,latent_displacement,real_balanced,-0.02546943184215784,-0.027520615983152582,-0.02337378051065716,10,False
default_credit,5.0,early,latent_displacement,latent_smote,0.004461416078445224,-0.0019827686298286356,0.011337719830190373,10,True
default_credit,5.0,early,direct_displacement,direct_smote,0.0034032067832138525,0.00020542236755369026,0.007094402160270473,10,True
default_credit,5.0,early,latent_smote,direct_smote,-0.011840604377567532,-0.01754565952693815,-0.004588580512362749,10,False
default_credit,5.0,early,latent_displacement,direct_displacement,-0.01078239508233616,-0.015414372792131547,-0.006753863368895187,10,False
default_credit,5.0,early,direct_smote,real_balanced,-0.03237130935693716,-0.03814375154201899,-0.02623066300134026,10,False
default_credit,5.0,early,direct_displacement,real_balanced,-0.028968102573723307,-0.03525597940589983,-0.02295950517520024,10,False
default_credit,5.0,early,latent_smote,real_balanced,-0.04421191373450469,-0.05147231170779283,-0.03570283120238826,10,False
default_credit,5.0,early,latent_displacement,real_balanced,-0.039750497656059466,-0.04921555738696867,-0.031252536292041534,10,False
default_credit,5.0,full,latent_displacement,latent_smote,0.0017397201182847266,-5.404069346440304e-05,0.003819590171632986,10,True
default_credit,5.0,full,direct_displacement,direct_smote,0.0024170149847042134,0.001483270397341613,0.003421823181727779,10,True
default_credit,5.0,full,latent_smote,direct_smote,-0.007765723446095707,-0.009308563781941939,-0.00601869735563017,10,True
default_credit,5.0,full,latent_displacement,direct_displacement,-0.008443018312515194,-0.009964525000109237,-0.006914786881481232,10,True
default_credit,5.0,full,direct_smote,real_balanced,-0.0356233991755882,-0.03913830457979254,-0.03258907409578417,10,False
default_credit,5.0,full,direct_displacement,real_balanced,-0.03320638419088399,-0.036979064529742735,-0.030197217500868345,10,False
default_credit,5.0,full,latent_smote,real_balanced,-0.04338912262168391,-0.04655991682634153,-0.04053096539829433,10,False
default_credit,5.0,full,latent_displacement,real_balanced,-0.04164940250339918,-0.045403216767745676,-0.03861271073124821,10,False
default_credit,5.0,mid,latent_displacement,latent_smote,0.002898838036967466,0.00048711506315441365,0.005668367861898788,10,True
default_credit,5.0,mid,direct_displacement,direct_smote,0.001983296475362317,0.0007873581470925578,0.002994052461596748,10,True
default_credit,5.0,mid,latent_smote,direct_smote,-0.00663489758223128,-0.008628330044409419,-0.0046636307807782,10,True
default_credit,5.0,mid,latent_displacement,direct_displacement,-0.005719356020626132,-0.007695303937271179,-0.0037114441957705954,10,True
default_credit,5.0,mid,direct_smote,real_balanced,-0.03448649122697643,-0.040395318026687735,-0.03020098198288837,10,False
default_credit,5.0,mid,direct_displacement,real_balanced,-0.03250319475161412,-0.03906362389431765,-0.028023314917963088,10,False
default_credit,5.0,mid,latent_smote,real_balanced,-0.041121388809207716,-0.045941318329519996,-0.037202363165514125,10,False
default_credit,5.0,mid,latent_displacement,real_balanced,-0.03822255077224025,-0.04412894991842425,-0.03360796857127343,10,False
default_credit,10.0,early,latent_displacement,latent_smote,0.005941120116856302,-0.001810764809885281,0.01484321979941268,10,True
default_credit,10.0,early,direct_displacement,direct_smote,0.008689677811816777,0.006750013606313287,0.010959620492960273,10,True
default_credit,10.0,early,latent_smote,direct_smote,-0.01594118711832009,-0.02263826665708343,-0.009510037553783034,10,False
default_credit,10.0,early,latent_displacement,direct_displacement,-0.018689744813280562,-0.022659987940453125,-0.014703656019071155,10,False
default_credit,10.0,early,direct_smote,real_balanced,-0.048939884566868506,-0.05730549954284936,-0.03889359963321896,10,False
default_credit,10.0,early,direct_displacement,real_balanced,-0.04025020675505173,-0.04796643270555706,-0.03047201890781306,10,False
default_credit,10.0,early,latent_smote,real_balanced,-0.0648810716851886,-0.07458326428659316,-0.05246167086315588,10,False
default_credit,10.0,early,latent_displacement,real_balanced,-0.058939951568332295,-0.06815771480830524,-0.04684574803873819,10,False
default_credit,10.0,full,latent_displacement,latent_smote,0.004442317197732648,0.0026596887986235626,0.006361823463468271,10,True
default_credit,10.0,full,direct_displacement,direct_smote,0.005046659174445922,0.0037178435730559644,0.006356641891531798,10,True
default_credit,10.0,full,latent_smote,direct_smote,-0.016063124527391847,-0.017840911228745426,-0.014228404439920673,10,False
default_credit,10.0,full,latent_displacement,direct_displacement,-0.01666746650410512,-0.0192915567651569,-0.01425212579162949,10,False
default_credit,10.0,full,direct_smote,real_balanced,-0.05616019925781486,-0.05878957865144178,-0.05353250097689568,10,False
default_credit,10.0,full,direct_displacement,real_balanced,-0.051113540083368936,-0.053834238020299525,-0.048520655144970753,10,False
default_credit,10.0,full,latent_smote,real_balanced,-0.07222332378520671,-0.0748494153596783,-0.06933583212067843,10,False
default_credit,10.0,full,latent_displacement,real_balanced,-0.06778100658747406,-0.07065095197196537,-0.06535535873885524,10,False
default_credit,10.0,mid,latent_displacement,latent_smote,0.00517409906380204,0.002580714713691093,0.007726710724130091,10,True
default_credit,10.0,mid,direct_displacement,direct_smote,0.005819387056277503,0.004597202501975636,0.007102443246595336,10,True
default_credit,10.0,mid,latent_smote,direct_smote,-0.014775954032170779,-0.0166172924101769,-0.012631305625994665,10,False
default_credit,10.0,mid,latent_displacement,direct_displacement,-0.015421242024646242,-0.017455144326408024,-0.013251719369827114,10,False
default_credit,10.0,mid,direct_smote,real_balanced,-0.05229853537666538,-0.05519377993762149,-0.04947301646824318,10,False
default_credit,10.0,mid,direct_displacement,real_balanced,-0.046479148320387874,-0.04989065004306597,-0.04286995014983596,10,False
default_credit,10.0,mid,latent_smote,real_balanced,-0.06707448940883616,-0.07061969250771001,-0.06358704287057006,10,False
default_credit,10.0,mid,latent_displacement,real_balanced,-0.06190039034503412,-0.0660522204273155,-0.05806879925279395,10,False
